Дата;Клиент;Город;Товар;Количество;Цена;Сумма
04/01/23;ИП Иванов;Нск;Товар Д;85;3787,65;321950,25
09/13/23;ООО Ромашка;Yekaterinburg;Товар В;34;3162,11;107511,74
01.01.2023;"ЗАО ""Техносила""";Екб;Товар Г;57;8335,89;475145,73
2023-11-23;"ЗАО ""Техносила""";НН;Товар Д;56; 6619,19₽ ;370674,64
08/12/23;Иванов И.П.;Saint-Petersburg;Товар А;37;2247,89;83171,93
2023-09-19;"ООО ""Яндекс""";москва;Товар Д;58;5922,46;343502,68
27.09.2023;ИП Иванов;СПб;Товар Д; 3 ;8764;26292,96
03/28/23;техносила;N.Novgorod;Товар В;25;1053;26349,50
19.05.2023;ГАЗПРОМ;екатеринбург;Товар В;71;8440,27;599259,17
10.11.2023;Tehnosila LLC;нижний новгород;Товар Г;97;2348,67;227820,99
09/14/23;Иванов И.П.;Екатеринбург;Товар А;65;6347,95;412616,75
26.07.2023;Tehnosila LLC;Novosibirsk;Товар А;1;6671,86;6671,86
08.11.2023;Яндекс;Екб;Товар Б;45;6040,86;271838,70
25.12.2023;ОАО Газпром;Moskva;Товар Г;97; 5861,81₽ ;568595,57
2023-10-03;Иванов;москва;Товар Г;78;4660,38;363509,64
2023-08-03;ИП ИВАНОВ;Saint-Petersburg;Товар Г;-23;7190,29;-165376,67
12/23/23;"ЗАО ""Техносила""";ЕКБ;Товар Д;13;3149,67;40945,71
2023-06-25;Яндекс;;Товар Г;95; 8630,37₽ ;819885,15
01.09.2023;газпром оао;Yekaterinburg;Товар В;9; 4023,94₽ ;40298,35
2023-08-23;Иванов;Н.Новгород;Товар Д;37;5139,68;190168,16
02/27/23;Tehnosila LLC;Нижний Новгород;Товар Г;94;1157,50;108805,00
16.05.2023;ООО Ромашка;Санкт-Петербург;Товар Д;51;1791,92;91387,92
03/13/23;"ЗАО ""Техносила""";ЕКБ;Товар А;70;2601,36;209574,08
2023-10-21;ромашка;Saint-Petersburg;Товар Д;71;4789,90;340082,90
2023-06-27;ООО Ромашка;НСК;Товар А; 7 ;554,65;3882,55
2023-02-22;газпром оао;;Товар В;50;7695,82;384791,00
2023-05-31;ГАЗПРОМ;N.Novgorod;Товар А;68; 6463,12₽ ;439492,16
2023-04-15;;С-Петербург;Товар В;33;528,33;17434,89
10/14/23;техносила;МОСКВА;Товар Б;15;6013,83;90207,45
02.04.2023;ИП Иванов;Москва;Товар Б;82;7951,97;652061,54
2023-06-05;ЗАО Техносила;спб;Товар В; 22 ;8258,49;205701,17
12.03.2023;YANDEX;Moskva;Товар Д; 8 ; 2566,45₽ ;20531,60
02/16/23;"ООО ""Яндекс""";спб;Товар Б;82;4313,43;353701,26
11/13/23;Яндекс;Новосибирск;Товар Д;86;3528,13;303419,18
09/15/23;"ООО ""Ромашка""";МОСКВА;Товар А;-68; 3154,29₽ ;-214491,72
07.06.2023;ИП ИВАНОВ;Нижний Новгород;Товар Б;39;7459,16;290907,24
25.08.2023;Gazprom;Yekaterinburg;Товар В;38;462,81;15442,85
29.09.2023;"ООО ""Ромашка""";москва;Товар Б;83;1903,98;158030,34
2023-03-31;техносила;Екатеринбург;Товар Б;2;1921,15;3842,30
12/21/23;Яндекс;Новосибирск;Товар Г; 66 ;5167,65;341064,90
07.04.2023;"ЗАО ""Техносила""";N.Novgorod;Товар Г;21;9328,21;195892,41
2023-03-11;"ЗАО ""Техносила""";Novosibirsk;Товар В;7;7923,94;55467,58
10/11/23;ООО Ромашка;спб;Товар В; 21 ;941,35;19768,35
28.05.2023;Иванов ИП;N.Novgorod;Товар Д;39;8409,79;327981,81
2023-03-29;яндекс ооо;Новосибирск;Товар Д;45; 5231,30₽ ;235408,50
02.04.2023;Tehnosila LLC;НСК;Товар Д;85;8402,06;714175,10
2023-11-24;"ООО ""Ромашка""";Новосибирск;Товар Д;39; 3354,44₽ ;130823,16
2023-04-16;ИП Иванов;новосибирск;Товар А;11;393,88;4332,68
02.10.2023;"ООО ""Ромашка""";ЕКБ;Товар Г; 69 ;9458;652606,83
2023-11-13;YANDEX;Санкт-Петербург;Товар Г;60;1563,29;93797,40
04/24/23;ООО Яндекс;Новосибирск;Товар Д; 97 ;7246;702952,21
13.06.2023;Яндекс;N.Novgorod;Товар А;74;203,31;15044,94
2023-08-31;ЗАО Техносила;спб;Товар А; 74 ;5358,08;396497,92
04.03.2023;;М.;Товар Г;27;9333,40;252001,80
25.07.2023;;нижний новгород;Товар Д;52;2495,75;129779,00
2023-10-06;яндекс ооо;Novosibirsk;Товар В;58;3409,69;197762,02
18.10.2023;техносила;Moskva;Товар В;32; 521,61₽ ;16691,52
05/03/23;ООО Ромашка;екатеринбург;Товар Г; 53 ;9149,71;484934,63
11.05.2023;"ООО ""Яндекс""";;Товар А;80;9493,02;759441,60
11/22/23;;Нск;Товар А;25;1440;36003,75
03.08.2023;Romashka Ltd;Екб;Товар В;82;1248,99;102417,18
2023-04-19;Gazprom;Novosibirsk;Товар В;89;8616,64;666787,78
2023-09-16;газпром оао;НН;Товар В;97;7098,43;688547,71
21.08.2023;ОАО Газпром;С-Петербург;Товар А;83;9602,57;797013,31
2023-05-19;ромашка;СПб;Товар Д;9;4751,94;42767,46
30.04.2023;Иванов ИП;;Товар В;-13;223,32;-2903,16
2023-09-20;ООО Ромашка;М.;Товар В;34; 9245,91₽ ;314360,94
2023-04-30;YANDEX;НСК;Товар А;35;660,31;23110,85
20.05.2023;Иванов И.П.;Нск;Товар Б;71;4878;346404,74
15.03.2023;Иванов;;Товар Д;61;2632,02;160553,22
11.07.2023;ОАО Газпром;М.;Товар А;34;6767;230082,76
15.11.2023;Иванов И.П.;Екб;Товар Г; 28 ;218,79;6126,12
01/29/23;;Новосибирск;Товар Б;51;1441,87;73535,37
26.10.2023;ЗАО Техносила;ЕКБ;Товар А;13;9557;124249,06
04/21/23;яндекс ооо;Нижний Новгород;Товар Б;12; 3868,68₽ ;46424,16
02/08/23;ИП Иванов;С-Петербург;Товар В;96;5010,18;480977,28
02/05/23;Иванов;Novosibirsk;Товар Б;29;7886,53;228709,37
11/28/23;ИП Иванов;Yekaterinburg;Товар А;19; 6676,76₽ ;126858,44
08/17/23;ИП Иванов;Москва;Товар Б;54;1034,30;55852,20
08/27/23;;Н.Новгород;Товар В;89; 1208,27₽ ;107536,03
10/22/23;"ОАО ""Газпром""";москва;Товар Г;70;7060,88;494261,60
05/11/23;ГАЗПРОМ;М.;Товар Г;8;2765;22123,36
2023-08-13;"ООО ""Ромашка""";Moskva;Товар Г;38;948;36060,48
2023-09-28;Иванов И.П.;N.Novgorod;Товар Б;42;2763,25;116056,50
16.09.2023;ИП ИВАНОВ;Екб;Товар В;56; 196,31₽ ;10993,36
2023-09-09;ООО Ромашка;;Товар Б;98;279,92;27432,16
01/01/24;Gazprom;;Товар Д;74;990,81;75655,77
2023-02-17;ООО Яндекс;спб;Товар Г;26;5861,53;152399,78
13.11.2023;ООО Ромашка;N.Novgorod;Товар Д;11;5521,37;60735,07
26.01.2023;газпром оао;Yekaterinburg;Товар Б;32;7257,82;232250,24
09/25/23;Яндекс;Нижний Новгород;Товар В;43;9632,24;414186,32
2023-05-14;"ООО ""Ромашка""";Новосибирск;Товар В;53;3813,11;202094,83
27.12.2023;"ЗАО ""Техносила""";М.;Товар А;8; 6475,23₽ ;51801,84
2023-10-04;Romashka Ltd;Нижний Новгород;Товар Г;77;111,17;8035,02
2023-02-05;Romashka Ltd;Нск;Товар Б;53;2300;121924,38
2023-03-23;"ОАО ""Газпром""";екатеринбург;Товар А;71;787,49;55911,79
17.10.2023;Яндекс;новосибирск;Товар А;8;648;5186,24
15.10.2023;Romashka Ltd;Москва;Товар Б;26;7376,58;191791,08
06.03.2023;Иванов;нижний новгород;Товар Г;95;2321,44;220536,80
2023-05-13;Иванов ИП;М.;Товар Г;29; 8269,65₽ ;239819,85
20.06.2023;техносила;N.Novgorod;Товар Б;94;2668,78;250865,32
07/29/23;ЗАО Техносила;N.Novgorod;Товар Г;86;9869,97;848817,42
2023-07-18;"ЗАО ""Техносила""";М.;Товар А;80;4146,82;331745,60
16.11.2023;Tehnosila LLC;Н.Новгород;Товар А;-82;4186,53;-343295,46
10/17/23;Romashka Ltd;Новосибирск;Товар Б; 40 ;7287,98;291519,20
26.02.2023;ЗАО Техносила;Novosibirsk;Товар Д;95;2642;250999,50
20.12.2023;Иванов ИП;москва;Товар А;86;2036,09;175103,74
01/02/23;Иванов ИП;Н.Новгород;Товар В;65; 1869,82₽ ;121538,30
2023-10-28;"ЗАО ""Техносила""";;Товар А;13;1693,88;22020,44
23.05.2023;YANDEX;Москва;Товар Г;7; 5326,14₽ ;37282,98
12.09.2023;"ООО ""Яндекс""";Екб;Товар А;26;2096,28;54503,28
11/06/23;"ООО ""Ромашка""";МОСКВА;Товар Б;39; 1256,09₽ ;48987,51
02/20/23;ООО Яндекс;МОСКВА;Товар А;81;1640,32;132865,92
01/27/23;Gazprom;Нижний Новгород;Товар Д;43; 6323,99₽ ;271931,57
24.06.2023;ГАЗПРОМ;;Товар Б;72;4492,04;323426,88
2023-11-03;Tehnosila LLC;Novosibirsk;Товар А;71;6194,14;439783,94
2023-12-13;ООО Яндекс;С-Петербург;Товар А;69;2344,18;161748,42
04.01.2023;Иванов ИП;Н.Новгород;Товар Д;47; 9705,78₽ ;456171,66
05/12/23;яндекс ооо;новосибирск;Товар Б;-16;9933,81;-158940,96
22.08.2023;Яндекс;новосибирск;Товар В;9;2534,49;22810,41
14.03.2023;ромашка;Novosibirsk;Товар Б; 50 ; 4855,39₽ ;242769,50
2023-01-24;ООО Яндекс;С-Петербург;Товар Б;37;6978,90;258219,30
05/28/23;"ООО ""Ромашка""";Москва;Товар А;95; 838,48₽ ;79655,60
24.01.2023;техносила;новосибирск;Товар В;98;3942,53;386367,94
2023-12-08;ЗАО Техносила;екатеринбург;Товар А; 42 ;1273,07;53468,94
2023-03-21;Gazprom;Moskva;Товар Б;71; 9152,50₽ ;649827,50
2023-02-09;ЗАО Техносила;М.;Товар В;98;3479,52;340992,96
2023-01-24;Tehnosila LLC;N.Novgorod;Товар Б;38;7407,64;281490,32
08/25/23;"ООО ""Ромашка""";Москва;Товар А;65;8074,54;524845,10
2023-04-28;;Новосибирск;Товар Б; 68 ;1938,55;131821,40
2023-09-15;Яндекс;МОСКВА;Товар Б;43;6883,99;296011,57
10/12/23;ромашка;Novosibirsk;Товар А;58;2148;124587,48
04/16/23;"ОАО ""Газпром""";новосибирск;Товар Б;46;5337,24;245513,04
2023-07-28;Иванов;Екб;Товар Д;87;3412,63;331126,11
2023-12-18;яндекс ооо;СПб;Товар А;42;9520,29;399852,18
06/14/23;ОАО Газпром;НСК;Товар В;45;862;38792,25
27.09.2023;ИП Иванов;новосибирск;Товар Б;59;7091,05;418371,95
2023-02-24;техносила;Екатеринбург;Товар А;63;7816,43;492435,09
28.05.2023;"ОАО ""Газпром""";екатеринбург;Товар В;23; 9558,00₽ ;219834,00
02.04.2023;ИП Иванов;Yekaterinburg;Товар А;13;1925,41;25030,33
2023-08-05;Tehnosila LLC;;Товар Б;11; 8882,23₽ ;97704,53
01/06/23;Иванов И.П.;Novosibirsk;Товар Б;33; 2316,38₽ ;76440,54
2023-03-23;ТЕХНОСИЛА;;Товар Б; 73 ;4037,22;294717,06
;;;;;;
2023-06-29;"ОАО ""Газпром""";нижний новгород;Товар Д;29;9913,93;287503,97
21.10.2023;"ЗАО ""Техносила""";;Товар Д; 55 ;8321,41;457677,55
03/29/23;ООО Яндекс;СПб;Товар В;80;331,61;26528,80
06/04/23;ОАО Газпром;НН;Товар А; 22 ;201,27;4427,94
03/29/23;;Нск;Товар В;31;5467,92;169505,52
03/22/23;Иванов И.П.;Санкт-Петербург;Товар А;6;6554,56;39327,36
11/13/23;ЗАО Техносила;нижний новгород;Товар А;29;8150,28;236358,12
16.11.2023;яндекс ооо;Санкт-Петербург;Товар Б;51;1409;71879,40
10/03/23;Romashka Ltd;С-Петербург;Товар А;21;7822,75;164277,75
11/10/23;ромашка;спб;Товар Г; 26 ;4651,88;120948,88
2023-01-08;Иванов;Yekaterinburg;Товар Г;44;5900,97;259642,68
02/21/23;"ЗАО ""Техносила""";Novosibirsk;Товар В;61;5136,09;313301,49
2023-03-14;ТЕХНОСИЛА;НН;Товар А;74;8805,66;651618,84
01.02.2023;"ООО ""Яндекс""";Нск;Товар В; 46 ;1031,46;47447,16
24.11.2023;ИП ИВАНОВ;МОСКВА;Товар Г;63;1482,61;93404,43
05/09/23;"ООО ""Ромашка""";спб;Товар В;81;9324,53;755286,93
2023-01-04;;Екатеринбург;Товар Д;26;7599,78;197594,28
2023-02-18;ромашка;НСК;Товар В;56;3402,08;190516,48
29.09.2023;YANDEX;НН;Товар Г;91; 7906,51₽ ;719492,41
2023-07-23;яндекс ооо;Saint-Petersburg;Товар В;95;3978,72;377978,40
2023-01-05;техносила;Н.Новгород;Товар Г;22;4527,50;99605,00
04/03/23;ИП Иванов;спб;Товар А;37; 213,30₽ ;7892,10
2023-08-02;;Novosibirsk;Товар В;44;5849,05;257358,20
05/26/23;ИП ИВАНОВ;МОСКВА;Товар А;74;2087,84;154500,16
26.08.2023;Gazprom;Москва;Товар Г;3; 4909,95₽ ;14729,85
24.07.2023;Яндекс;МОСКВА;Товар Г;17;5304;90178,88
04/27/23;;Novosibirsk;Товар Б;87;8871,98;771862,26
13.11.2023;;Novosibirsk;Товар Б; 92 ;3554,76;327037,92
04/11/23;Яндекс;Екб;Товар Г; 97 ;8600,67;834264,99
2023-11-16;ТЕХНОСИЛА;Екатеринбург;Товар В;13;9980,25;129743,25
07.04.2023;"ООО ""Яндекс""";Санкт-Петербург;Товар Б;57;869,92;49585,44
2023-06-21;"ЗАО ""Техносила""";НСК;Товар А;22;5407,06;118955,32
08/03/23;"ООО ""Яндекс""";СПб;Товар В;9;131,81;1186,29
2023-06-10;;N.Novgorod;Товар В;-100;8001,02;-800102,00
05/15/23;ОАО Газпром;Нижний Новгород;Товар А;38;9074,64;344836,32
12.07.2023;яндекс ооо;Нижний Новгород;Товар В;54;4726,80;255247,20
2023-10-11;"ООО ""Ромашка""";Saint-Petersburg;Товар А;67; 6128,39₽ ;410602,13
2023-08-20;Gazprom;Москва;Товар В; 43 ;4598,78;235421,85
2023-07-06;ромашка;МОСКВА;Товар Б;57;5141,04;293039,28
07.12.2023;"ЗАО ""Техносила""";Moskva;Товар Б;24;8889,74;213353,76
2023-02-11;Tehnosila LLC;Екб;Товар Б;65; 8102,55₽ ;526665,75
04/16/23;Яндекс;нижний новгород;Товар Д;65;338,30;21989,50
2023-01-12;Gazprom;Moskva;Товар А;34;7673,44;260896,96
15.08.2023;"ЗАО ""Техносила""";МОСКВА;Товар Г;98;6794,04;665815,92
2023-10-25;ГАЗПРОМ;москва;Товар Д;69;5662,34;390701,46
04/15/23;"ООО ""Ромашка""";Москва;Товар В;79; 2990,17₽ ;236223,43
2023-10-30;ИП ИВАНОВ;москва;Товар Б;42; 6054,89₽ ;254305,38
10/17/23;ООО Ромашка;ЕКБ;Товар Д;44;119,72;5267,68
20.05.2023;ГАЗПРОМ;С-Петербург;Товар Б;7;6968;48776,00
2023-02-27;ООО Ромашка;новосибирск;Товар В;85;8841,98;751568,30
27.01.2023;ООО Яндекс;НН;Товар Б;84;2077;174481,44
11/03/23;;МОСКВА;Товар Д;81;8992;728410,32
2023-03-18;ТЕХНОСИЛА;Нижний Новгород;Товар В;39;9470;369353,79
2023-09-17;Gazprom;Нижний Новгород;Товар В; 12 ;5444,39;65332,68
11/04/23;РОМАШКА ООО;Екатеринбург;Товар Б;2;8422,65;16845,30
03/31/23;Яндекс;С-Петербург;Товар Б;42;6544,51;274869,42
09/06/23;ООО Ромашка;Saint-Petersburg;Товар Б;39;2228,00;86892,00
03/21/23;;екатеринбург;Товар Д;58;7071,74;410160,92
01.01.2023;яндекс ооо;новосибирск;Товар В;6;7664,57;45987,42
2023-08-14;Иванов;спб;Товар В;66;8755,36;577853,76
09.07.2023;"ООО ""Яндекс""";М.;Товар Б;30;8087,29;242618,70
05/26/23;Gazprom;Екатеринбург;Товар Б;18;1941,35;34944,30
10/16/23;ТЕХНОСИЛА;НСК;Товар Д;75;3513,05;263478,75
11/04/23;YANDEX;N.Novgorod;Товар Б;42;8665,10;363934,20
08/19/23;яндекс ооо;Saint-Petersburg;Товар В;68;8682,64;590419,52
17.06.2023;ГАЗПРОМ;НН;Товар Б;-17;8978;-152632,29
12/24/23;газпром оао;москва;Товар В;95;434,18;41247,10
03.06.2023;Иванов И.П.;Yekaterinburg;Товар Б;82;428,40;35128,80
12/10/23;Яндекс;М.;Товар А;43;1598,18;68721,74
01/16/23;ТЕХНОСИЛА;Moskva;Товар В;72;9162,20;659678,40
2023-01-18;"ЗАО ""Техносила""";Москва;Товар В;-32;6195,30;-198249,60
06/20/23;яндекс ооо;N.Novgorod;Товар В;1;3142,80;3142,80
02/07/23;газпром оао;новосибирск;Товар А;64;1778,63;113832,32
03.08.2023;Gazprom;Санкт-Петербург;Товар Б;89;8374;745345,63
05.09.2023;;Saint-Petersburg;Товар В;40; 5544,51₽ ;221780,40
09.08.2023;YANDEX;Novosibirsk;Товар Б;41;8860,06;363262,46
08.11.2023;ОАО Газпром;нижний новгород;Товар В;12;6608,36;79300,32
2023-06-30;ромашка;москва;Товар В; 66 ;3528,54;232883,64
06/14/23;Иванов;ЕКБ;Товар В;32;4043,88;118278,32
28.10.2023;ООО Ромашка;Новосибирск;Товар А;-70;7635,28;-534469,60
02.04.2023;;СПб;Товар Г;99;7340,71;726730,29
2023-10-11;ООО Яндекс;;Товар Г;69;3284,79;226650,51
15.07.2023;ТЕХНОСИЛА;СПб;Товар Б;44;649,39;28573,16
2023-01-11;ромашка;Novosibirsk;Товар Д;93; 9924,76₽ ;923002,68
2023-12-14;;N.Novgorod;Товар В; 29 ;2076,95;60231,55
21.02.2023;"ОАО ""Газпром""";Новосибирск;Товар В;21; 6615,58₽ ;138927,18
17.01.2023;Tehnosila LLC;Н.Новгород;Товар Б;3; 4756,80₽ ;14270,40
05/20/23;ОАО Газпром;МОСКВА;Товар Б;82;7532,08;617630,56
10/21/23;Иванов;Екатеринбург;Товар Г;17;3334,50;50611,73
07.01.2023;;екатеринбург;Товар Б;48;4539,40;217891,20
06/19/23;;новосибирск;Товар А; 48 ;7336;352140,00
2023-05-17;Gazprom;СПб;Товар Д;16;7433,72;118939,52
08.11.2023;ИП Иванов;НН;Товар В;73; 2389,53₽ ;174435,69
04/06/23;газпром оао;;Товар Г;45;9351,00;420795,00
11/19/23;ЗАО Техносила;екатеринбург;Товар В;89; 5186,57₽ ;472878,93
10/08/23;техносила;Saint-Petersburg;Товар В;98;1653,31;162024,38
03/05/23;ЗАО Техносила;;Товар Г;14;3165,01;44310,14
24.11.2023;ТЕХНОСИЛА;;Товар Б;46; 5089,28₽ ;234106,88
04/12/23;ИП ИВАНОВ;Нижний Новгород;Товар Г;64;634,29;40594,56
02.04.2023;"ООО ""Ромашка""";Yekaterinburg;Товар Г;73;9689,43;707328,39
2023-06-13;Tehnosila LLC;Новосибирск;Товар А;74;6465,56;478451,44
06/03/23;Иванов И.П.;новосибирск;Товар Д;31;6112,00;189472,00
10/08/23;;Санкт-Петербург;Товар Г;61;2727,06;166350,66
06.04.2023;газпром оао;Екатеринбург;Товар Б;19;4842,67;92010,73
27.07.2023;ромашка;екатеринбург;Товар В;31;9354,24;289981,44
10/31/23;Tehnosila LLC;спб;Товар Б;29; 6551,89₽ ;190004,81
04.04.2023;РОМАШКА ООО;Москва;Товар Д;25;5211,03;130275,75
04.12.2023;Gazprom;;Товар Г;43;3349,73;144038,39
01/30/23;ТЕХНОСИЛА;ЕКБ;Товар Б;71;137,42;9756,82
04/20/23;яндекс ооо;Нижний Новгород;Товар Б;17;2261,60;38447,20
2023-12-25;"ЗАО ""Техносила""";N.Novgorod;Товар Г;1;2456,60;2456,60
11/16/23;ООО Яндекс;N.Novgorod;Товар Г;91;8988,29;817934,39
08/31/23;ИП Иванов;Novosibirsk;Товар Д;1;1683,02;1683,02
09/18/23;"ЗАО ""Техносила""";С-Петербург;Товар А;37;5990,62;221652,94
2023-04-22;Gazprom;N.Novgorod;Товар Д;91;7916,98;720445,18
2023-01-18;ЗАО Техносила;Москва;Товар Д;90;8253,11;742779,90
2023-03-09;Иванов;Moskva;Товар Б;92;8817;811177,80
02/23/23;ЗАО Техносила;;Товар А;24;7020,22;168485,28
2023-10-30;Иванов ИП;Saint-Petersburg;Товар Б;44;5089,76;223949,44
27.09.2023;Romashka Ltd;Екб;Товар Г;8; 8493,42₽ ;67947,36
2023-07-16;Иванов И.П.;С-Петербург;Товар В;52;5792,05;301186,60
01/13/23;ТЕХНОСИЛА;ЕКБ;Товар Г;25;9713,55;242838,75
04/14/23;;М.;Товар Г;52;3294,25;171301,00
07/28/23;Яндекс;новосибирск;Товар В;64;1804,26;110226,25
2023-08-17;ТЕХНОСИЛА;М.;Товар А; 46 ;3887,88;178842,48
05/12/23;яндекс ооо;ЕКБ;Товар В;1;2096,99;2096,99
01/09/23;ЗАО Техносила;МОСКВА;Товар Г;3;551,26;1653,78
04/19/23;;нижний новгород;Товар А;70;400,93;28065,10
19.04.2023;;НН;Товар А;78;8461,87;660025,86
05/20/23;Иванов;Нск;Товар В; 68 ; 3245,95₽ ;220724,60
07/13/23;ГАЗПРОМ;Москва;Товар Г;82; 2587,03₽ ;212136,46
11/18/23;Яндекс;Москва;Товар Д;33; 8106,55₽ ;267516,15
2023-02-16;яндекс ооо;Екб;Товар А;60; 504,60₽ ;30276,00
12/07/23;ТЕХНОСИЛА;ЕКБ;Товар А;85;4311,07;366440,95
23.03.2023;ГАЗПРОМ;N.Novgorod;Товар Д;41;4024,67;165011,47
04.08.2023;ООО Яндекс;Санкт-Петербург;Товар Г;4;5531,50;22126,00
08/04/23;ГАЗПРОМ;НСК;Товар А;50;2215,00;110750,00
2023-02-17;;екатеринбург;Товар В;100;3681,96;368196,00
2023-10-31;Romashka Ltd;НСК;Товар Б;84;5075,61;426351,24
2023-04-27;;НН;Товар В;35;6314,11;220993,85
2023-08-27;"ООО ""Яндекс""";Нижний Новгород;Товар Г;64;5295,83;338933,12
2023-11-16;YANDEX;Екб;Товар Д;9;5622,48;50602,32
12/31/23;"ОАО ""Газпром""";С-Петербург;Товар Г;-53; 1639,99₽ ;-86919,47
10.02.2023;Gazprom;Moskva;Товар Д;4;973,34;3893,36
2023-10-18;ООО Яндекс;Нижний Новгород;Товар А;66;362;23949,42
02.11.2023;;Yekaterinburg;Товар Г;100;3937,46;393746,00
2023-12-28;ТЕХНОСИЛА;ЕКБ;Товар А;-32;4959,22;-158695,04
04/26/23;техносила;Москва;Товар Г;31;8414,66;260854,46
06/18/23;яндекс ооо;Н.Новгород;Товар В;17;6216,89;105687,13
12/30/23;Иванов ИП;Екб;Товар А;10; 4885,63₽ ;48856,30
2023-02-22;ООО Яндекс;МОСКВА;Товар Д;57;3996,09;227777,13
01/20/23;Tehnosila LLC;екатеринбург;Товар Б;30;7801,98;234059,40
2023-07-30;;НН;Товар Г;93; 8162,59₽ ;759120,87
03/10/23;яндекс ооо;Н.Новгород;Товар А;46;4584,76;210898,96
03/17/23;ГАЗПРОМ;екатеринбург;Товар Б; 91 ; 5692,86₽ ;518050,26
2023-12-28;ИП ИВАНОВ;Saint-Petersburg;Товар В;9;2617,47;23557,23
08/27/23;"ЗАО ""Техносила""";нижний новгород;Товар Б;94;5765,79;541984,26
07.09.2023;газпром оао;москва;Товар В;2;861,53;1723,06
11/27/23;РОМАШКА ООО;НН;Товар В;86;679,88;58469,68
09/07/23;YANDEX;Yekaterinburg;Товар Б;69;9969,51;592020,70
2023-11-21;ООО Ромашка;Нижний Новгород;Товар Б;15;3833,40;57501,00
2023-08-01;ООО Ромашка;Новосибирск;Товар Б;36;417,51;15030,36
12/24/23;Gazprom;москва;Товар Б;93;2285,00;212505,00
02/18/23;"ООО ""Ромашка""";Нижний Новгород;Товар Г;-16;1725,63;-27610,08
2023-06-05;ТЕХНОСИЛА;М.;Товар Г;7; 4947,20₽ ;34630,40
2023-10-18;YANDEX;новосибирск;Товар В;46;1908,81;87805,26
17.02.2023;;екатеринбург;Товар Б;96;7313,21;702068,16
2023-05-19;Иванов;новосибирск;Товар Б;69;107,86;7442,34
05/10/23;YANDEX;москва;Товар Г;38; 3640,22₽ ;138328,36
2023-10-29;Gazprom;СПб;Товар А; 38 ;3290,08;125023,04
02/18/23;ГАЗПРОМ;Екб;Товар А;93;2507,77;233222,61
03.02.2023;ТЕХНОСИЛА;Novosibirsk;Товар А;2; 5533,05₽ ;11066,10
07/27/23;Иванов ИП;НН;Товар А;53;122,77;6506,81
2023-05-06;техносила;Санкт-Петербург;Товар Б;2;2032,85;4065,70
11/28/23;;Новосибирск;Товар Б;22;2963,83;65204,26
02/22/23;YANDEX;;Товар Г;55; 7427,87₽ ;408532,85
11.03.2023;ромашка;спб;Товар Д;17; 3787,14₽ ;76250,22
2023-11-11;РОМАШКА ООО;С-Петербург;Товар Б;29;6453,25;187144,25
03/01/23;YANDEX;Новосибирск;Товар Г;87;3112,36;270775,32
2023-11-09;ИП Иванов;Екб;Товар Б;35;8121,37;284247,95
2023-11-22;ИП ИВАНОВ;Yekaterinburg;Товар В;23;3626;83409,27
07/16/23;ЗАО Техносила;москва;Товар Г;21; 6431,85₽ ;135068,85
08/02/23;техносила;новосибирск;Товар В;21;9925,05;208426,05
06/12/23;"ОАО ""Газпром""";нижний новгород;Товар Г;17;5808,21;98739,57
2023-04-14;"ЗАО ""Техносила""";Yekaterinburg;Товар А;44;4630,90;203759,60
11/17/23;Иванов;Н.Новгород;Товар Д;43; 6720,68₽ ;288989,24
07/21/23;Gazprom;Нижний Новгород;Товар Д;97;6607,00;640879,00
14.09.2023;"ЗАО ""Техносила""";Екб;Товар Г; 12 ;328,90;3946,80
2023-08-30;;Moskva;Товар Д;55; 9047,98₽ ;497638,90
2023-07-17;РОМАШКА ООО;Moskva;Товар Г;26;7755,28;201637,28
2023-03-15;ООО Яндекс;нижний новгород;Товар Г;27; 1177,96₽ ;31804,92
10/29/23;Иванов И.П.;Yekaterinburg;Товар А;86;7054,91;606722,26
2023-11-14;ООО Ромашка;екатеринбург;Товар В;-29; 9563,73₽ ;-277348,17
20.10.2023;"ЗАО ""Техносила""";спб;Товар В;94;904,91;85061,54
09/01/23;ОАО Газпром;СПб;Товар В;69;8272,69;570815,61
2023-02-01;ОАО Газпром;МОСКВА;Товар В; 70 ;4064,52;284516,40
2023-12-06;ромашка;Нижний Новгород;Товар Б;5;8828,83;44144,15
;;;;;;
2023-10-06;"ООО ""Ромашка""";;Товар В;19;2085,66;39627,54
11.10.2023;Romashka Ltd;СПб;Товар А; 55 ;4832;265801,25
30.10.2023;"ОАО ""Газпром""";москва;Товар Г;13; 7928,09₽ ;103065,17
28.12.2023;Яндекс;Москва;Товар В;-60;9709,43;-582565,80
17.02.2023;"ОАО ""Газпром""";Нижний Новгород;Товар Б;63;9301,42;585989,46
07/08/23;ТЕХНОСИЛА;москва;Товар А;5; 6185,20₽ ;30926,00
2023-03-04;ИП Иванов;М.;Товар В; 7 ;2450,94;17156,58
2023-11-02;ИП Иванов;Novosibirsk;Товар В;44;7600,83;334436,52
03/13/23;YANDEX;нижний новгород;Товар Д;77;5304,55;408450,35
2023-09-17;ИП ИВАНОВ;Москва;Товар Д;81;4569,04;370092,24
07/06/23;Romashka Ltd;Санкт-Петербург;Товар А;59;7628,17;450062,03
2023-01-05;"ООО ""Ромашка""";Нижний Новгород;Товар А; 29 ;8202,28;237866,12
03.04.2023;"ООО ""Яндекс""";НН;Товар А;1;4177;4177,32
