customer_id;recency;frequency;monetary;first_purchase_date;last_purchase_date;customer_lifetime_days;avg_days_between_purchases;avg_transaction_amount;purchase_trend;spending_trend;is_active_customer;acquisition_channel;favorite_category;registration_month;user_profile
203;201;4;12427,48;2022-01-23;2022-06-25;339;10,16;383,72;-0,80;-0,77;False;Контекстная реклама;Спорт;2022-01;Потерянные
204;124;7;11580,08;2022-01-23;2022-06-25;156;16,32;194,97;-0,04;-0,71;True;Социальные сети;Дом и сад;2022-01;Потерянные
205;187;26;630,25;2022-01-24;2022-06-25;204;171,97;81,15;0,89;-0,83;True;Органика;Дом и сад;2022-01;Чемпионы
206;326;47;2952,23;2022-01-24;2022-06-25;163;192,32;330,14;0,12;0,87;True;Социальные сети;Дом и сад;2022-01;Лояльные
207;464;50;8072,28;2022-01-24;2022-06-25;95;139,24;303,77;0,34;-0,05;True;Контекстная реклама;Книги;2022-01;Потенциальные
208;349;12;14025,59;2022-01-24;2022-06-25;422;76,05;121,14;-0,77;-0,87;True;Органика;Дом и сад;2022-01;Потенциальные
209;403;31;12532,60;2022-01-24;2022-06-25;394;188,03;395,17;-0,71;-0,36;False;Контекстная реклама;Электроника;2022-01;Потенциальные
210;346;17;12645,89;2022-01-24;2022-06-26;308;134,25;274,58;-0,07;-0,30;True;Рефералы;Спорт;2022-01;Потенциальные
211;511;33;4582,96;2022-01-24;2022-06-26;392;169,65;240,25;0,90;0,62;False;Рефералы;Книги;2022-01;Потерянные
212;147;11;6470,25;2022-01-24;2022-06-26;200;154,34;202,31;-0,28;0,47;True;Email;Книги;2022-01;Потерянные
213;148;28;7087,05;2022-01-24;2022-06-26;80;78,93;367,58;0,75;0,38;True;Органика;Спорт;2022-01;Чемпионы
214;489;32;2402,71;2022-01-25;2022-06-26;357;98,35;158,07;-0,76;-0,96;False;Рефералы;Дом и сад;2022-01;Чемпионы
215;551;1;514,47;2022-01-25;2022-06-26;694;41,30;171,45;0,23;0,82;True;Email;Дом и сад;2022-02;Чемпионы
216;338;47;14206,20;2022-01-25;2022-06-26;621;61,94;119,17;0,20;-0,57;True;Органика;Одежда;2022-02;Рискующие
217;473;28;3648,65;2022-01-25;2022-06-26;174;156,73;322,92;0,72;0,26;False;Контекстная реклама;Дом и сад;2022-02;Новые
218;151;53;3637,24;2022-01-25;2022-06-27;303;179,33;270,58;-0,99;-0,88;True;Социальные сети;Электроника;2022-02;Потенциальные
219;415;42;1296,52;2022-01-25;2022-06-27;184;146,27;274,90;-0,62;-0,84;False;Социальные сети;Дом и сад;2022-02;Новые
220;298;7;13931,19;2022-01-25;2022-06-27;537;95,71;149,91;-0,56;-0,98;True;Контекстная реклама;Спорт;2022-02;Потенциальные
221;611;2;8717,07;2022-01-25;2022-06-27;392;21,87;288,37;0,90;0,13;False;Рефералы;Дом и сад;2022-02;Потенциальные
222;263;42;10022,20;2022-01-26;2022-06-27;354;16,10;324,95;-0,69;0,26;True;Социальные сети;Спорт;2022-02;Потенциальные
223;144;24;13678,07;2022-01-26;2022-06-27;684;77,99;194,52;-0,93;-0,90;False;Контекстная реклама;Книги;2022-02;Чемпионы
224;346;4;5217,02;2022-01-26;2022-06-27;327;95,45;336,43;0,07;-0,42;True;Email;Одежда;2022-02;Потерянные
225;624;44;9341,53;2022-01-26;2022-06-27;523;123,78;191,61;0,06;0,70;True;Email;Книги;2022-02;Рискующие
226;572;19;630,05;2022-01-26;2022-06-28;575;6,27;322,60;0,69;-0,80;False;Контекстная реклама;Спорт;2022-02;Потенциальные
227;2;26;2842,25;2022-01-26;2022-06-28;333;198,00;90,79;0,90;-0,57;False;Органика;Одежда;2022-02;Потенциальные
228;304;11;12477,12;2022-01-26;2022-06-28;496;75,97;256,37;0,08;-0,15;True;Рефералы;Книги;2022-02;Потенциальные
229;254;40;11513,19;2022-01-26;2022-06-28;268;170,38;390,25;0,86;0,68;True;Рефералы;Дом и сад;2022-02;Лояльные
230;453;50;5292,11;2022-01-26;2022-06-28;679;109,32;394,00;0,45;-0,49;False;Контекстная реклама;Дом и сад;2022-02;Потенциальные
231;37;43;5683,32;2022-01-27;2022-06-28;546;30,44;170,16;-0,47;0,99;True;Социальные сети;Одежда;2022-02;Чемпионы
232;160;11;8026,64;2022-01-27;2022-06-28;205;160,53;221,25;0,86;-0,29;False;Рефералы;Книги;2022-02;Чемпионы
233;9;45;53,60;2022-01-27;2022-06-28;439;143,42;100,15;0,33;-0,23;False;Рефералы;Электроника;2022-02;Новые
234;233;3;3656,60;2022-01-27;2022-06-28;393;107,85;359,47;-0,17;-0,76;False;Email;Электроника;2022-02;Потерянные
235;99;12;3163,07;2022-01-27;2022-06-29;52;105,34;261,94;0,36;0,36;True;Email;Электроника;2022-02;Потерянные
236;208;3;3794,72;2022-01-27;2022-06-29;347;22,06;203,23;-0,20;-0,51;False;Email;Книги;2022-02;Чемпионы
237;131;42;12098,29;2022-01-27;2022-06-29;554;132,89;116,09;-0,77;0,26;True;Рефералы;Книги;2022-02;Новые
238;404;27;4231,12;2022-01-27;2022-06-29;305;182,69;382,97;0,44;-0,55;True;Рефералы;Книги;2022-02;Рискующие
239;152;49;2913,24;2022-01-27;2022-06-29;633;23,18;249,67;0,65;-0,22;False;Рефералы;Спорт;2022-02;Лояльные
240;54;54;7588,74;2022-01-28;2022-06-29;649;56,38;170,54;0,46;0,71;False;Социальные сети;Электроника;2022-02;Чемпионы
241;120;2;12991,39;2022-01-28;2022-06-29;258;180,95;192,07;-0,54;0,48;True;Социальные сети;Электроника;2022-02;Потенциальные
242;628;49;3658,18;2022-01-28;2022-06-29;693;60,45;166,62;0,91;-0,69;True;Социальные сети;Электроника;2022-02;Рискующие
243;587;16;1224,12;2022-01-28;2022-06-30;137;132,52;272,58;-0,95;0,22;False;Органика;Спорт;2022-02;Потенциальные
244;625;2;5378,25;2022-01-28;2022-06-30;205;109,29;377,59;-0,33;0,26;True;Рефералы;Спорт;2022-02;Новые
245;420;54;11227,39;2022-01-28;2022-06-30;349;121,28;354,14;-0,48;-0,82;False;Рефералы;Книги;2022-02;Новые
246;422;30;8282,82;2022-01-28;2022-06-30;315;86,08;227,32;-0,90;-0,07;False;Контекстная реклама;Электроника;2022-02;Лояльные
247;104;20;12261,06;2022-01-28;2022-06-30;358;63,50;344,48;-0,19;-0,48;False;Контекстная реклама;Электроника;2022-02;Рискующие
248;254;38;14395,90;2022-01-28;2022-06-30;686;14,46;215,39;0,25;-0,07;True;Органика;Дом и сад;2022-02;Новые
249;227;28;11900,30;2022-01-29;2022-06-30;385;150,13;160,74;0,77;0,55;False;Контекстная реклама;Дом и сад;2022-02;Потенциальные
250;112;25;9076,86;2022-01-29;2022-06-30;43;150,49;394,69;0,98;-0,68;False;Социальные сети;Дом и сад;2022-02;Потерянные
251;510;32;7425,46;2022-01-29;2022-07-01;304;135,79;177,24;0,62;-0,75;True;Органика;Спорт;2022-02;Чемпионы
252;473;10;649,03;2022-01-29;2022-07-01;100;130,51;183,59;-0,06;-0,46;False;Органика;Книги;2022-02;Чемпионы
253;99;42;14765,61;2022-01-29;2022-07-01;224;52,52;396,70;0,45;0,90;True;Органика;Одежда;2022-02;Потерянные
254;153;40;5783,04;2022-01-29;2022-07-01;552;9,36;122,86;0,69;0,50;True;Email;Электроника;2022-02;Рискующие
255;338;33;2325,81;2022-01-29;2022-07-01;135;162,70;323,37;-0,07;-0,96;False;Контекстная реклама;Дом и сад;2022-02;Рискующие
256;163;13;10017,30;2022-01-29;2022-07-01;225;100,77;379,46;0,57;-0,20;False;Рефералы;Электроника;2022-02;Новые
257;161;41;4300,11;2022-01-29;2022-07-01;174;64,83;243,77;-0,03;-0,49;True;Email;Электроника;2022-02;Чемпионы
258;580;54;8807,39;2022-01-30;2022-07-01;379;24,88;80,81;-0,23;0,28;False;Социальные сети;Электроника;2022-02;Потерянные
259;398;42;8822,18;2022-01-30;2022-07-01;453;17,23;200,02;0,05;-0,08;False;Email;Книги;2022-02;Лояльные
260;277;47;6713,66;2022-01-30;2022-07-02;500;73,03;115,70;0,35;0,93;False;Социальные сети;Электроника;2022-02;Потерянные
261;504;37;12549,97;2022-01-30;2022-07-02;245;161,92;213,18;0,45;-0,56;True;Рефералы;Книги;2022-02;Лояльные
262;392;54;4011,26;2022-01-30;2022-07-02;122;184,15;332,81;-0,29;0,18;True;Рефералы;Одежда;2022-02;Потерянные
263;135;16;6757,06;2022-01-30;2022-07-02;289;179,87;220,39;0,14;0,40;True;Контекстная реклама;Одежда;2022-02;Потерянные
264;195;45;8088,50;2022-01-30;2022-07-02;604;184,40;218,22;0,82;0,65;False;Email;Спорт;2022-02;Потерянные
265;401;22;9971,19;2022-01-30;2022-07-02;570;182,01;258,17;0,95;-0,19;True;Рефералы;Электроника;2022-02;Потерянные
266;33;20;11770,38;2022-01-30;2022-07-02;314;107,81;266,14;-0,55;0,37;True;Социальные сети;Дом и сад;2022-02;Потерянные
267;460;50;5952,37;2022-01-31;2022-07-02;513;47,79;354,01;-0,61;-0,39;False;Рефералы;Спорт;2022-02;Потерянные
268;470;43;9708,40;2022-01-31;2022-07-03;401;160,62;178,67;0,35;-0,13;False;Контекстная реклама;Спорт;2022-02;Лояльные
269;375;27;2301,63;2022-01-31;2022-07-03;99;46,67;342,93;-0,17;0,79;False;Социальные сети;Одежда;2022-02;Лояльные
270;22;41;13993,09;2022-01-31;2022-07-03;408;57,11;261,10;-0,95;0,90;False;Органика;Дом и сад;2022-02;Новые
271;38;16;5776,73;2022-01-31;2022-07-03;308;50,48;176,17;-0,31;0,44;False;Контекстная реклама;Электроника;2022-02;Потерянные
272;230;34;10956,35;2022-01-31;2022-07-03;331;105,42;174,44;0,61;-0,25;False;Контекстная реклама;Электроника;2022-02;Потенциальные
273;365;32;354,10;2022-01-31;2022-07-03;284;67,76;195,56;0,59;0,64;False;Органика;Одежда;2022-02;Лояльные
274;563;26;3117,55;2022-01-31;2022-07-03;293;35,06;279,26;-0,01;-0,95;False;Рефералы;Книги;2022-02;Новые
275;438;25;7331,88;2022-02-01;2022-07-03;453;93,37;153,86;-0,05;-0,79;False;Контекстная реклама;Одежда;2022-02;Лояльные
276;283;2;13179,87;2022-02-01;2022-07-04;242;175,41;374,51;0,16;0,32;True;Органика;Дом и сад;2022-02;Лояльные
277;27;12;7932,46;2022-02-01;2022-07-04;129;116,26;263,97;-0,56;-0,42;True;Органика;Книги;2022-02;Потерянные
278;226;40;13951,56;2022-02-01;2022-07-04;141;176,28;374,41;0,05;0,90;False;Контекстная реклама;Дом и сад;2022-02;Потенциальные
279;277;9;7282,76;2022-02-01;2022-07-04;337;43,20;94,85;-0,98;-0,13;False;Email;Электроника;2022-02;Лояльные
280;609;12;7382,21;2022-02-01;2022-07-04;504;37,56;189,64;-0,05;-0,14;False;Контекстная реклама;Книги;2022-02;Новые
281;284;26;1840,21;2022-02-01;2022-07-04;577;117,24;87,30;-0,33;0,36;False;Email;Дом и сад;2022-02;Потерянные
282;481;9;12049,71;2022-02-01;2022-07-04;141;95,35;167,12;0,35;0,54;False;Рефералы;Электроника;2022-02;Новые
283;453;10;3742,13;2022-02-01;2022-07-04;116;133,73;355,84;0,28;-0,05;True;Органика;Дом и сад;2022-02;Чемпионы
284;516;32;13499,21;2022-02-02;2022-07-04;212;159,95;91,72;-0,24;-0,57;False;Социальные сети;Книги;2022-02;Рискующие
285;547;34;13666,82;2022-02-02;2022-07-05;626;151,50;219,57;-0,99;0,55;True;Контекстная реклама;Электроника;2022-02;Лояльные
286;192;48;14152,49;2022-02-02;2022-07-05;194;188,74;117,62;-0,50;-0,36;False;Социальные сети;Дом и сад;2022-02;Потерянные
287;49;20;7827,45;2022-02-02;2022-07-05;119;82,66;213,39;0,27;-0,65;False;Рефералы;Спорт;2022-02;Лояльные
288;512;39;10172,55;2022-02-02;2022-07-05;484;45,25;348,43;-0,86;0,26;False;Контекстная реклама;Книги;2022-02;Новые
289;17;2;11688,81;2022-02-02;2022-07-05;267;112,43;279,38;-0,78;-0,82;False;Социальные сети;Книги;2022-02;Лояльные
290;172;1;2008,67;2022-02-02;2022-07-05;563;26,59;315,76;0,29;0,94;True;Рефералы;Книги;2022-02;Потерянные
291;220;51;9034,31;2022-02-02;2022-07-05;87;61,33;191,71;0,51;0,26;False;Email;Электроника;2022-02;Новые
292;158;36;562,75;2022-02-02;2022-07-05;571;45,54;382,21;-0,36;0,97;True;Рефералы;Книги;2022-02;Чемпионы
293;477;24;7488,61;2022-02-03;2022-07-06;647;82,33;306,96;-0,02;-0,32;False;Контекстная реклама;Дом и сад;2022-02;Потерянные
294;46;54;2364,90;2022-02-03;2022-07-06;431;26,69;214,98;0,89;0,94;False;Контекстная реклама;Спорт;2022-02;Лояльные
295;373;27;2784,70;2022-02-03;2022-07-06;695;11,21;216,47;0,89;-0,71;False;Контекстная реклама;Дом и сад;2022-02;Потерянные
296;518;2;5507,46;2022-02-03;2022-07-06;548;133,07;373,98;-0,38;-0,92;True;Рефералы;Дом и сад;2022-02;Потерянные
297;99;31;6514,94;2022-02-03;2022-07-06;226;124,00;264,45;0,62;-0,93;True;Контекстная реклама;Книги;2022-02;Чемпионы
298;37;14;9366,43;2022-02-03;2022-07-06;75;143,13;306,04;0,19;-0,07;False;Рефералы;Спорт;2022-02;Чемпионы
299;280;2;1162,70;2022-02-03;2022-07-06;559;133,78;213,45;0,95;-0,83;False;Органика;Спорт;2022-02;Рискующие
300;349;29;7580,19;2022-02-03;2022-07-06;426;27,29;151,58;-0,04;0,02;False;Органика;Спорт;2022-02;Новые
301;497;15;2780,25;2022-02-03;2022-07-07;694;61,76;311,54;0,55;-0,34;False;Органика;Спорт;2022-02;Чемпионы
302;302;12;8630,93;2022-02-04;2022-07-07;103;30,26;274,50;0,54;-0,33;False;Социальные сети;Одежда;2022-02;Новые
303;181;37;9579,20;2022-02-04;2022-07-07;445;169,38;240,43;-0,01;0,27;False;Органика;Спорт;2022-02;Рискующие
304;607;28;8372,80;2022-02-04;2022-07-07;686;150,65;279,69;0,59;-0,67;True;Органика;Книги;2022-02;Новые
305;99;20;11087,52;2022-02-04;2022-07-07;643;44,30;146,65;-0,48;0,53;True;Рефералы;Спорт;2022-02;Потерянные
306;116;39;5067,36;2022-02-04;2022-07-07;364;71,56;334,06;-0,76;0,16;False;Рефералы;Дом и сад;2022-02;Рискующие
307;191;24;11488,34;2022-02-04;2022-07-07;662;193,49;383,41;-0,15;0,83;True;Контекстная реклама;Одежда;2022-02;Лояльные
308;253;21;6519,87;2022-02-04;2022-07-07;604;120,86;365,15;0,89;-0,27;True;Контекстная реклама;Дом и сад;2022-02;Рискующие
309;161;10;7288,56;2022-02-04;2022-07-07;325;161,23;182,86;0,00;0,97;True;Контекстная реклама;Книги;2022-02;Рискующие
310;256;46;9739,13;2022-02-04;2022-07-08;113;56,60;209,92;0,27;0,15;True;Рефералы;Книги;2022-02;Рискующие
311;323;14;324,46;2022-02-05;2022-07-08;44;45,96;338,69;0,25;0,95;False;Рефералы;Спорт;2022-02;Потенциальные
312;128;37;9827,21;2022-02-05;2022-07-08;163;157,86;270,44;-0,73;-0,95;True;Органика;Книги;2022-02;Чемпионы
313;18;18;9297,85;2022-02-05;2022-07-08;507;138,75;255,33;-0,22;0,46;True;Email;Одежда;2022-02;Новые
314;566;24;4682,21;2022-02-05;2022-07-08;662;137,79;376,53;0,41;0,63;False;Рефералы;Дом и сад;2022-02;Потерянные
315;570;14;1332,62;2022-02-05;2022-07-08;348;112,76;251,53;0,94;-0,89;False;Email;Книги;2022-02;Новые
316;323;34;1409,48;2022-02-05;2022-07-08;421;114,90;244,78;-0,66;0,16;False;Рефералы;Книги;2022-02;Потенциальные
317;626;12;13852,20;2022-02-05;2022-07-08;508;148,46;93,45;-0,18;0,60;True;Рефералы;Одежда;2022-02;Лояльные
318;288;22;10354,73;2022-02-05;2022-07-09;669;57,65;102,21;-0,81;0,12;True;Социальные сети;Электроника;2022-02;Потерянные
319;639;6;1950,18;2022-02-05;2022-07-09;397;73,79;82,37;-0,52;-0,87;True;Email;Электроника;2022-02;Чемпионы
320;155;36;5383,01;2022-02-06;2022-07-09;396;174,97;372,24;-0,25;0,39;True;Социальные сети;Одежда;2022-02;Чемпионы
321;490;45;8907,62;2022-02-06;2022-07-09;317;65,23;210,68;0,08;-0,88;True;Органика;Книги;2022-02;Чемпионы
322;386;36;12541,80;2022-02-06;2022-07-09;407;111,53;229,94;-0,54;0,63;False;Социальные сети;Одежда;2022-02;Чемпионы
323;104;22;702,73;2022-02-06;2022-07-09;492;142,01;350,52;-0,54;-0,91;False;Социальные сети;Одежда;2022-02;Потенциальные
