property_id,city,district,property_type,total_area,living_area,kitchen_area,rooms,floor,total_floors,year_built,renovation_type,balcony,parking,metro_distance,center_distance,school_rating,hospital_distance,shopping_mall_distance,park_distance,crime_rate,air_quality_index,noise_level,price
PROP_000148,Москва,Деловой район,Элитное,134.6,96.5,13.4,5,4,8,1916,Косметический,True,True,4.0,16.7,2.5,2.5,2.2,1.1,1.9,3.3,2.8,61910000
PROP_000149,Екатеринбург,Деловой район,Вторичка,114.9,72.7,18.8,4,1,5,1973,Косметический,True,False,,7.8,10.0,2.8,0.5,2.0,4.5,2.1,9.0,9840000
PROP_000150,Москва,Спальный район,Вторичка,62.7,44.5,6.6,3,1,9,2008,Без ремонта,True,False,6.6,27.2,3.4,2.5,2.1,2.2,1.7,9.4,1.0,8080000
PROP_000151,Новосибирск,Деловой район,Вторичка,66.0,45.3,6.8,3,9,9,1982,Без ремонта,True,False,1.9,1.7,8.8,5.7,5.8,0.5,1.7,1.7,2.0,4650000
PROP_000152,Москва,Спальный район,Вторичка,41.4,27.1,17.6,2,5,5,1996,Без ремонта,True,True,2.7,8.5,7.1,1.5,5.2,6.5,2.6,3.1,8.3,6820000
PROP_000153,Екатеринбург,Деловой район,Вторичка,84.3,63.4,14.3,4,3,5,1970,Косметический,True,False,,0.5,6.6,2.2,3.6,1.0,9.5,5.0,2.9,8990000
PROP_000154,Москва,Промышленный,Новостройка,26.9,16.4,6.7,1,18,20,2020,Евроремонт,True,False,2.2,50.0,3.2,3.0,1.4,1.2,2.6,1.9,7.4,3730000
PROP_000155,СПб,Деловой район,Вторичка,37.5,25.1,14.6,2,5,9,1969,Косметический,False,False,0.2,9.4,5.8,1.2,5.0,0.8,1.9,1.3,1.8,7650000
PROP_000156,Новосибирск,Деловой район,Новостройка,54.9,33.8,15.6,2,10,16,2022,Евроремонт,True,False,2.3,3.4,2.7,6.4,8.9,1.8,1.0,4.4,4.2,9580000
PROP_000157,СПб,Окраина,Новостройка,40.0,27.4,13.9,2,10,12,2023,Косметический,True,False,1.9,21.1,4.6,0.9,2.2,0.9,4.1,3.9,1.7,3470000
PROP_000158,Москва,Деловой район,Новостройка,93.2,72.1,8.5,3,15,16,2023,Евроремонт,True,False,4.8,3.3,4.2,2.7,0.3,1.3,2.0,,1.2,39100000
PROP_000159,СПб,Деловой район,Элитное,196.0,148.9,13.1,6,3,12,1942,Евроремонт,True,True,2.1,6.6,6.7,3.1,2.4,5.7,5.2,2.8,1.9,80430000
PROP_000160,СПб,Центр,Вторичка,36.4,22.8,10.2,2,3,16,2004,Без ремонта,True,True,0.5,0.9,8.4,0.4,1.6,1.0,1.0,6.3,5.8,10570000
PROP_000161,СПб,Спальный район,Вторичка,44.2,33.3,18.5,2,3,5,2008,Евроремонт,True,False,1.8,13.9,5.6,2.0,1.9,4.2,8.0,9.9,2.4,6000000
PROP_000162,Новосибирск,Спальный район,Новостройка,87.7,66.6,14.8,3,7,20,2020,Косметический,False,False,1.1,35.0,6.5,0.5,2.5,5.9,9.1,4.5,1.0,6320000
PROP_000163,Москва,Центр,Вторичка,46.2,35.1,10.7,2,1,16,1980,Без ремонта,True,True,0.3,0.5,4.8,4.8,2.4,2.8,1.0,1.0,8.6,13760000
PROP_000164,Москва,Спальный район,Элитное,80.0,53.6,18.5,4,9,12,2021,Евроремонт,True,True,1.1,12.3,1.1,3.1,2.4,3.2,5.8,6.5,2.3,38120000
PROP_000165,Новосибирск,Деловой район,Вторичка,25.0,19.8,7.0,1,13,16,2007,Без ремонта,True,False,0.7,4.2,9.0,3.3,2.1,1.9,5.3,1.5,8.2,2420000
PROP_000166,Москва,Центр,Новостройка,37.9,27.6,19.9,2,4,12,2016,Косметический,True,False,0.5,0.7,4.0,0.5,5.2,7.8,3.4,7.6,6.5,14140000
PROP_000167,СПб,Деловой район,Вторичка,36.2,23.9,19.0,2,4,12,1993,Без ремонта,True,True,2.2,4.8,8.0,5.1,4.1,3.0,6.0,2.2,3.4,5160000
PROP_000168,СПб,Деловой район,Вторичка,33.7,21.7,7.4,1,3,9,1993,Косметический,True,False,0.9,6.2,3.4,3.9,1.5,1.6,2.7,5.1,4.2,6140000
PROP_000169,Новосибирск,Спальный район,Вторичка,104.9,76.7,20.0,3,1,12,1980,Косметический,True,True,2.8,11.9,6.6,6.0,1.3,2.0,2.1,4.1,4.0,6850000
PROP_000170,Москва,Центр,Элитное,84.2,64.3,16.5,4,4,5,1925,Без ремонта,True,True,0.6,1.8,4.9,6.5,5.0,3.7,3.2,1.0,3.5,55720000
PROP_000171,СПб,Деловой район,Вторичка,69.4,47.2,19.3,3,5,5,1975,Косметический,True,True,2.1,6.7,1.6,2.4,4.0,3.1,1.0,7.0,3.4,12140000
PROP_000172,Москва,Окраина,Новостройка,86.7,60.6,19.3,4,1,12,2015,Косметический,True,False,2.7,33.8,7.9,3.3,1.5,4.1,1.0,1.0,6.4,6590000
PROP_000173,Екатеринбург,Центр,Новостройка,39.9,31.2,8.4,2,20,25,2016,Косметический,True,False,,1.3,8.5,0.5,2.2,0.8,2.8,6.1,1.6,7620000
PROP_000174,Москва,Окраина,Новостройка,82.6,63.3,19.9,3,4,16,2015,Евроремонт,True,True,2.0,24.2,4.4,1.3,8.5,3.2,3.8,4.5,2.8,11850000
PROP_000175,Москва,Окраина,Новостройка,25.0,15.5,18.6,1,14,20,2017,Косметический,True,True,3.0,18.8,2.2,8.7,2.5,1.3,1.7,1.7,2.8,2810000
PROP_000176,Москва,Промышленный,Новостройка,123.9,74.8,8.0,6,15,25,2016,Косметический,True,False,1.0,27.9,5.3,9.7,4.9,3.2,1.0,6.0,2.6,19190000
PROP_000177,Москва,Деловой район,Новостройка,61.4,48.6,8.7,3,25,25,2017,Косметический,True,True,1.7,1.8,4.4,3.3,2.3,0.9,4.4,1.9,1.8,18750000
PROP_000178,Екатеринбург,Центр,Вторичка,33.8,25.0,6.8,1,7,9,1992,Косметический,True,False,,5.0,4.6,8.4,0.7,2.3,2.0,4.0,6.0,5010000
PROP_000179,СПб,Деловой район,Элитное,80.0,48.8,12.6,3,2,3,2012,Косметический,True,False,4.2,4.4,8.7,2.9,0.4,0.9,1.9,1.0,2.3,34930000
PROP_000180,Новосибирск,Промышленный,Новостройка,60.4,40.6,7.5,3,19,25,2016,Косметический,False,False,1.6,29.8,8.3,4.1,2.6,0.6,6.0,7.1,2.1,3470000
PROP_000181,Казань,Окраина,Новостройка,51.8,37.8,6.2,2,11,25,2021,Косметический,True,True,,12.9,1.5,6.9,4.6,3.8,1.1,5.4,7.2,2680000
PROP_000182,Новосибирск,Центр,Элитное,80.0,52.1,17.3,3,5,12,1919,Косметический,True,True,0.2,1.6,5.4,7.1,2.0,1.9,1.8,1.4,4.8,20270000
PROP_000183,Новосибирск,Центр,Вторичка,72.5,49.1,11.9,3,4,5,2014,Косметический,True,False,0.1,2.8,10.0,3.4,2.6,4.0,1.2,1.7,7.6,9050000
PROP_000184,Екатеринбург,Окраина,Вторичка,61.4,48.8,16.8,3,11,12,1975,Без ремонта,True,False,,25.0,4.9,1.7,0.3,0.9,1.0,5.4,1.5,1780000
PROP_000185,СПб,Окраина,Вторичка,90.6,69.8,8.8,4,10,12,1990,Без ремонта,False,True,0.5,25.3,7.9,2.8,5.0,6.3,1.6,3.7,3.5,6310000
PROP_000186,Москва,Спальный район,Новостройка,55.7,33.6,7.4,3,22,25,2016,Без ремонта,False,False,2.1,31.1,3.9,4.9,1.0,10.0,2.5,5.9,3.3,7050000
PROP_000187,СПб,Окраина,Новостройка,41.3,30.0,6.8,2,2,20,2020,Евроремонт,True,True,0.7,18.3,3.4,6.5,5.0,6.7,1.0,4.7,1.7,5850000
PROP_000188,Новосибирск,Спальный район,Вторичка,47.1,35.7,15.5,2,5,9,1967,Без ремонта,False,True,8.1,20.9,8.5,1.1,0.4,2.4,1.0,3.4,1.3,2140000
PROP_000189,Новосибирск,Деловой район,Вторичка,78.2,49.5,17.2,3,14,16,2003,Косметический,False,True,1.4,8.8,2.9,3.1,5.1,4.9,2.2,5.6,2.6,8410000
PROP_000190,Екатеринбург,Промышленный,Вторичка,133.5,89.8,17.8,6,13,16,1978,Косметический,True,False,,13.4,4.8,2.7,1.6,0.7,5.4,3.1,3.3,5240000
PROP_000191,СПб,Окраина,Новостройка,61.2,43.2,17.3,3,1,12,2018,Евроремонт,True,False,0.5,29.5,10.0,6.7,0.5,0.1,4.5,4.4,1.0,5370000
PROP_000192,Москва,Центр,Новостройка,25.0,18.2,15.1,1,4,20,2018,Без ремонта,True,False,0.4,1.8,4.3,2.1,2.5,2.4,3.6,1.5,4.5,7520000
PROP_000193,СПб,Спальный район,Вторичка,25.0,15.3,18.8,1,1,5,1982,Евроремонт,False,True,3.1,15.3,4.5,0.7,1.2,5.1,7.3,,3.3,2350000
PROP_000194,СПб,Деловой район,Вторичка,102.5,81.2,15.2,4,8,16,1997,Косметический,True,False,1.0,6.0,3.8,4.1,3.3,3.7,1.7,1.5,3.9,20580000
PROP_000195,Москва,Спальный район,Новостройка,107.0,65.8,14.7,4,7,12,2023,Евроремонт,False,False,3.0,6.8,2.5,11.4,2.5,1.4,1.0,5.7,5.5,29540000
PROP_000196,СПб,Деловой район,Вторичка,25.0,18.6,9.1,1,6,12,1965,Евроремонт,True,False,1.8,2.5,2.6,13.8,1.9,4.0,2.3,5.7,9.1,4570000
PROP_000197,Москва,Деловой район,Вторичка,25.4,15.6,12.6,1,9,12,1971,Косметический,True,False,0.5,2.3,10.0,5.5,4.2,6.8,4.0,4.1,2.8,6500000
PROP_000198,Москва,Спальный район,Элитное,135.4,93.7,14.5,5,1,5,2022,Евроремонт,False,True,2.9,5.8,3.0,0.5,2.2,3.4,1.0,4.0,6.5,54340000
PROP_000199,Екатеринбург,Окраина,Вторичка,67.0,45.8,13.9,3,1,16,1973,Без ремонта,True,False,,35.7,4.7,0.1,2.7,0.8,1.0,6.3,9.0,1650000
PROP_000200,СПб,Окраина,Вторичка,54.2,41.3,13.3,2,6,9,1995,Евроремонт,True,False,2.9,16.6,3.0,5.3,1.5,3.1,6.5,3.8,4.9,4540000
PROP_000201,СПб,Промышленный,Вторичка,45.8,29.8,11.7,2,6,9,1974,Косметический,True,False,3.1,16.8,4.7,2.4,4.4,0.3,1.4,5.2,1.0,4310000
PROP_000202,Екатеринбург,Промышленный,Вторичка,57.0,35.7,10.8,3,4,9,1964,Без ремонта,False,False,,33.3,10.0,5.0,1.9,15.4,7.9,1.3,5.3,1480000
PROP_000203,Москва,Деловой район,Вторичка,31.6,21.2,17.3,1,1,9,1989,Без ремонта,True,True,1.3,10.5,3.2,1.8,0.6,1.7,3.5,1.7,6.4,6460000
PROP_000204,Новосибирск,Окраина,Вторичка,40.8,32.3,17.3,2,12,16,1977,Без ремонта,True,True,0.8,17.8,7.4,4.5,1.6,3.4,4.1,2.0,4.3,1280000
PROP_000205,Казань,Центр,Новостройка,36.6,23.1,8.3,2,2,20,2023,Евроремонт,True,False,,1.9,,1.4,2.8,1.3,1.0,2.9,1.3,8420000
PROP_000206,Екатеринбург,Деловой район,Вторичка,53.1,35.1,11.6,2,5,5,1975,Без ремонта,True,False,,11.0,10.0,7.3,3.8,3.7,1.0,4.0,6.9,4740000
PROP_000207,Москва,Промышленный,Элитное,113.9,80.2,19.7,4,2,5,2023,Евроремонт,True,False,1.3,36.9,9.5,1.0,0.5,4.1,1.0,,9.8,29670000
PROP_000208,СПб,Промышленный,Новостройка,51.1,34.0,14.8,2,9,16,2022,Евроремонт,True,True,1.0,27.7,7.8,1.2,0.9,7.9,1.4,2.9,1.0,9140000
PROP_000209,Москва,Промышленный,Новостройка,51.5,36.2,12.4,2,18,20,2018,Косметический,True,False,0.3,16.7,5.7,2.5,4.1,1.2,3.2,3.2,1.6,8590000
PROP_000210,Казань,Промышленный,Вторичка,57.2,40.6,15.2,3,12,16,1968,Косметический,True,False,,22.1,2.6,2.8,5.3,1.1,3.0,4.0,9.0,2000000
PROP_000211,Москва,Спальный район,Элитное,80.0,49.5,12.6,4,11,12,2024,Евроремонт,True,True,0.4,20.5,9.2,8.4,0.8,1.2,2.7,9.3,2.4,44530000
PROP_000212,Екатеринбург,Деловой район,Вторичка,49.8,30.3,17.3,2,4,9,1974,Без ремонта,True,True,,4.2,8.7,2.1,4.0,7.1,1.0,1.2,5.9,5650000
PROP_000213,Москва,Центр,Элитное,134.9,105.1,9.2,4,3,5,2022,Евроремонт,True,False,0.1,1.9,8.2,0.9,3.9,0.3,5.1,4.1,7.9,100000000
PROP_000214,СПб,Центр,Вторичка,54.4,42.5,18.8,2,15,16,1985,Без ремонта,True,False,0.1,1.2,4.5,3.7,2.3,4.0,1.5,2.8,7.1,10120000
PROP_000215,Москва,Спальный район,Новостройка,25.0,18.1,10.3,1,11,12,2023,Евроремонт,True,True,0.3,24.8,6.8,2.7,2.7,3.5,1.9,6.5,1.0,7420000
PROP_000216,Казань,Промышленный,Новостройка,56.4,42.7,14.2,3,14,16,2015,Без ремонта,True,False,,20.9,4.4,0.5,7.5,2.1,1.0,4.4,1.8,3270000
PROP_000217,Новосибирск,Окраина,Новостройка,85.8,56.3,17.5,3,3,16,2020,Евроремонт,True,False,4.3,11.9,9.0,3.0,5.4,5.3,2.2,3.2,1.5,5310000
PROP_000218,Москва,Промышленный,Новостройка,25.0,17.4,12.7,1,15,20,2016,Косметический,True,False,8.6,18.0,5.9,8.2,1.1,1.7,1.3,1.0,1.0,4190000
PROP_000219,СПб,Центр,Вторичка,117.9,92.3,19.2,4,3,5,2004,Евроремонт,True,False,0.3,1.6,7.2,1.7,2.7,1.8,4.5,3.6,2.6,36920000
PROP_000220,Новосибирск,Окраина,Новостройка,39.5,30.5,8.3,2,4,25,2023,Евроремонт,True,False,0.2,33.9,4.0,10.1,1.7,0.6,2.6,3.2,6.7,1960000
PROP_000221,Москва,Центр,Элитное,80.0,62.1,13.4,3,1,5,1948,Евроремонт,False,False,0.1,0.5,5.8,3.2,0.8,1.9,1.0,1.4,6.5,54100000
PROP_000222,Москва,Промышленный,Новостройка,64.8,39.4,15.2,3,8,12,2022,Евроремонт,True,False,1.2,11.7,2.3,5.6,0.7,2.9,6.4,3.4,9.0,12630000
PROP_000223,СПб,Центр,Новостройка,54.9,40.8,15.9,2,1,20,2018,Косметический,True,False,0.6,0.5,3.8,4.2,1.4,0.2,1.4,1.0,2.5,20490000
PROP_000224,Екатеринбург,Деловой район,Вторичка,48.3,29.9,19.7,2,5,5,2007,Косметический,True,True,,6.3,7.8,5.4,7.7,4.1,1.0,1.0,10.0,5080000
PROP_000225,СПб,Промышленный,Новостройка,97.7,60.9,14.6,3,4,12,2024,Евроремонт,True,False,1.9,50.0,2.7,5.5,3.3,3.2,2.6,3.8,4.7,12400000
PROP_000226,Екатеринбург,Окраина,Вторичка,131.7,81.5,10.1,6,4,5,2013,Косметический,True,False,,20.0,,0.8,5.6,7.6,3.1,1.0,1.9,3400000
PROP_000227,Новосибирск,Центр,Вторичка,45.2,35.1,19.1,2,6,12,2004,Без ремонта,True,False,0.1,0.5,4.1,4.8,2.8,0.7,5.0,1.0,4.7,4900000
PROP_000228,Москва,Промышленный,Вторичка,30.9,22.6,19.4,1,3,9,1993,Косметический,True,False,1.7,43.1,1.7,2.0,5.5,2.6,2.4,1.8,5.9,2760000
PROP_000229,Новосибирск,Центр,Вторичка,68.0,43.4,13.1,3,8,9,2005,Косметический,True,False,0.7,1.4,7.9,0.3,7.3,4.0,1.0,7.9,10.0,9660000
PROP_000230,Новосибирск,Спальный район,Вторичка,70.2,54.0,20.0,3,3,5,2013,Косметический,True,False,0.7,12.7,7.2,7.3,0.8,0.7,1.2,2.8,6.0,5390000
PROP_000231,Казань,Центр,Новостройка,27.4,16.9,16.2,1,9,12,2020,Евроремонт,False,False,,4.6,5.1,9.7,2.3,1.8,2.4,1.5,2.5,4650000
PROP_000232,СПб,Промышленный,Вторичка,86.1,67.0,14.0,4,1,12,1976,Без ремонта,True,False,2.3,36.2,8.0,7.2,0.8,1.7,5.9,3.4,4.3,4380000
PROP_000233,Казань,Спальный район,Вторичка,25.8,18.0,7.3,1,2,12,1970,Без ремонта,True,False,,31.2,7.0,1.3,3.0,1.8,3.5,3.5,2.2,1050000
PROP_000234,Москва,Окраина,Новостройка,47.6,32.8,7.0,2,7,12,2020,Евроремонт,True,False,1.8,37.0,4.8,1.6,0.9,2.5,2.9,1.8,2.0,5590000
PROP_000235,Москва,Деловой район,Вторичка,32.5,25.5,7.8,1,9,16,1995,Без ремонта,True,True,2.5,4.7,4.3,1.7,2.9,5.9,7.3,4.2,2.1,7560000
PROP_000236,Москва,Деловой район,Новостройка,25.0,19.5,13.3,1,6,16,2022,Косметический,True,True,0.3,2.6,2.8,9.4,4.0,2.7,3.4,6.0,2.8,13290000
PROP_000237,Москва,Окраина,Новостройка,72.6,43.9,9.1,3,3,12,2016,Косметический,True,False,0.2,32.2,8.8,2.5,7.5,4.2,1.0,1.0,2.4,10230000
PROP_000238,Новосибирск,Центр,Вторичка,25.4,16.4,16.2,1,2,12,2006,Косметический,True,False,0.7,0.5,6.5,1.6,0.9,2.4,4.4,3.1,4.1,3560000
PROP_000239,СПб,Промышленный,Новостройка,25.0,19.2,6.4,1,8,12,2017,Косметический,False,True,1.1,11.3,2.1,3.4,1.1,1.1,7.1,7.7,4.1,3280000
PROP_000240,Екатеринбург,Центр,Новостройка,126.3,86.1,10.5,6,13,20,2015,Евроремонт,True,False,,1.0,9.5,3.3,4.4,0.7,7.7,,5.8,21540000
PROP_000241,Екатеринбург,Центр,Новостройка,26.0,15.8,12.2,1,13,20,2020,Евроремонт,True,False,,2.1,10.0,5.2,5.3,2.9,1.6,3.5,8.7,5350000
PROP_000242,Москва,Спальный район,Новостройка,52.7,32.0,18.8,2,9,12,2023,Евроремонт,True,False,1.0,9.0,10.0,2.6,3.6,3.4,1.0,1.2,2.8,13740000
PROP_000243,Москва,Деловой район,Вторичка,25.0,16.3,15.7,1,2,12,1973,Косметический,True,True,1.5,9.8,10.0,3.3,4.9,0.4,1.5,3.7,1.0,6430000
PROP_000244,Москва,Окраина,Новостройка,72.3,55.8,10.9,3,7,25,2015,Косметический,False,False,1.2,29.5,10.0,2.7,3.6,2.9,1.0,2.2,1.0,7810000
PROP_000245,Москва,Спальный район,Вторичка,66.6,49.1,17.7,3,2,9,1974,Косметический,False,False,1.0,26.2,10.0,1.8,1.3,0.7,2.7,8.9,2.1,10150000
PROP_000246,СПб,Спальный район,Вторичка,71.6,45.8,12.9,3,5,9,2009,Косметический,True,False,5.0,6.9,3.4,2.2,1.2,3.0,4.3,1.8,8.8,6980000
PROP_000247,СПб,Центр,Вторичка,82.9,56.4,6.5,4,5,5,1965,Без ремонта,False,False,0.2,0.6,4.6,2.1,3.6,6.6,1.7,1.2,1.0,18430000
PROP_000248,СПб,Спальный район,Вторичка,39.0,25.0,9.4,2,12,12,1965,Евроремонт,True,True,0.6,8.6,3.6,1.2,3.4,1.0,6.2,1.8,10.0,5150000
PROP_000249,Казань,Окраина,Новостройка,25.0,15.3,10.3,1,16,16,2018,Евроремонт,False,False,,38.1,3.1,2.7,3.1,2.7,1.0,1.1,4.1,1000000
PROP_000250,Москва,Окраина,Вторичка,65.7,48.7,15.5,3,2,16,1972,Косметический,True,False,1.5,45.8,4.0,1.5,4.0,1.6,1.0,6.4,3.2,5770000
PROP_000251,СПб,Центр,Вторичка,107.9,67.1,7.0,4,1,5,1995,Косметический,True,False,0.1,1.0,4.2,5.9,1.9,2.2,3.8,3.5,2.5,28500000
PROP_000252,Москва,Промышленный,Вторичка,73.4,58.5,15.0,3,2,9,1962,Без ремонта,True,False,1.6,35.5,10.0,2.7,0.6,2.1,5.7,2.6,8.2,5560000
PROP_000253,СПб,Центр,Вторичка,71.9,45.0,6.4,3,5,9,1992,Косметический,False,True,0.3,1.3,5.9,7.3,3.0,0.2,2.0,2.9,9.3,16750000
PROP_000254,Екатеринбург,Спальный район,Новостройка,25.0,17.9,11.4,1,11,16,2022,Евроремонт,True,False,,5.5,8.9,4.5,1.2,2.8,4.1,6.5,5.7,3100000
PROP_000255,СПб,Окраина,Новостройка,25.0,19.9,10.9,1,20,20,2022,Евроремонт,True,True,0.8,28.3,3.2,1.8,1.9,1.8,1.7,2.6,1.0,2480000
PROP_000256,Москва,Центр,Вторичка,32.6,23.4,9.7,1,8,9,2007,Без ремонта,True,False,0.4,0.5,7.8,3.1,3.5,2.1,2.0,3.5,3.1,9860000
PROP_000257,Москва,Центр,Новостройка,56.1,39.5,16.9,3,15,20,2020,Евроремонт,True,False,0.1,0.8,7.1,3.6,2.6,0.8,1.0,5.5,7.0,31820000
PROP_000258,СПб,Окраина,Элитное,85.8,52.3,8.1,3,1,3,2012,Косметический,True,True,0.9,41.6,6.4,0.2,4.0,1.9,1.0,2.6,2.5,12510000
PROP_000259,Екатеринбург,Спальный район,Вторичка,94.3,71.9,17.2,3,13,16,2003,Евроремонт,False,False,,13.5,5.9,5.9,0.8,5.3,4.0,1.0,3.0,6110000
